Date,Dewpoint,NDVI,NDWI,Precipitation,Temperature
2016-01,269.59776767328833,0.43855382853630215,-0.47721855451758716,0.07590071612695266,273.2959438656859
2016-02,272.3832558836115,0.3398716224341538,-0.37620355864791816,0.18310504742357342,275.61250897893467
2016-03,272.1609205064142,0.28272952193984247,-0.277882279691176,0.09416893933439881,276.7251255289597
2016-04,277.3031475832388,0.40975450519268797,-0.4060103500032825,0.09858431412185696,281.84395533842036
2016-05,279.7795658865144,0.5259222887409762,-0.43136179389490154,0.17010003579147806,284.46053318937027
2016-06,284.8629244743997,0.521567692641028,-0.493256126911308,0.1564605474866176,289.134903839934
2016-07,286.5731675132387,0.5881229956666331,-0.5480556034722041,0.10453480958225916,292.92459480111324
2016-08,285.8782332568386,0.5990134535351148,-0.5576282518498697,0.11073196141913519,291.99144745687437
2016-09,284.1701835987244,0.4897487912108863,-0.4601651156809523,0.08232781466526562,289.4471609571048
2016-10,278.83070868397385,0.5058299955656359,-0.4973185973671135,0.12279905858512884,282.21238687382805
2016-11,274.83202058709975,0.3866738829401838,-0.4025687558655705,0.16716821053283562,277.72605762417726
2016-12,269.9489165401306,0.3047948137244133,-0.31122801815332524,0.018801453968064225,274.4147119704592
2018-07,287.4632193586884,0.5509391380924268,-0.5050793436254684,0.10983772448048332,292.98322084316214
2018-08,287.2744126695897,0.5354881139918363,-0.49340184641082224,0.12153533844791696,293.12951871373986
2018-09,284.7323571394063,0.5105710498703211,-0.47110852087012617,0.07452291535782764,289.4449379609881
2018-10,280.9954963492877,0.4531503098819654,-0.4319861480106728,0.20210736648728428,284.6604448529054
2018-11,276.3499026912869,0.3425715712410882,-0.335078648427025,0.13657191451543813,278.68801121715893
2018-12,270.2645860395265,0.3255853295671467,-0.32698404127701874,0.05297503195877497,273.85079585613283
2019-01,266.4597638825399,0.2973405506904,-0.31849512667575536,0.037866248977259716,271.2223386229791
2019-02,269.4852832084202,0.23972316233760635,-0.2557155688675699,0.05805806280351607,275.35891199741786
2019-03,271.49161544160114,0.31443356673644,-0.33369086869581716,0.04277001061286829,278.42077155717607
2019-04,276.13251961665804,0.3763090499139128,-0.35734266861971087,0.17964143888378112,280.7858225073663
2019-05,278.65980545666827,0.42824570120565797,-0.3836706698393061,0.17212576056294246,282.78035405974583
2019-06,285.8164871593666,0.5243107931388548,-0.47901703449369293,0.09610659073951533,291.9395215343506
2019-07,287.4178317737223,0.5449855227777897,-0.5010891618431523,0.12902743835811184,293.42816622697353
2019-08,287.61786284514534,0.5391751200685899,-0.48727013266951197,0.1099726393445334,292.85643556324993
2019-09,284.10457485378896,0.5299622421546456,-0.4865791699396833,0.11084569870755084,288.4541519469402
2019-10,281.77901040789214,0.47957207268396557,-0.45471664851312243,0.1545132593668553,284.87437187463456
2019-11,275.7167091273373,0.36096351888915357,-0.33739432860171664,0.3226594336685406,277.76128351462836
2019-12,271.64192126448387,0.3012351370817179,-0.2957973332731273,0.12912164955485636,275.0174698065838
2020-01,269.97286520698043,0.2842891304748303,-0.293425234287678,0.028967163070859763,273.89696918562396
2020-02,271.09116496666894,0.30576823357020266,-0.32635159929561475,0.04130686136031,276.56873472787413
2020-03,272.82382994091006,0.31684092605310693,-0.32552486948331416,0.10294150594489575,277.38003996767395
2020-04,275.462275908205,0.36732945885789847,-0.36243074936764935,0.058162941954653345,282.57262867064384
2020-05,281.13153962648227,0.4791246754336328,-0.4365503852789291,0.13036565395048574,286.5834562179683
2020-06,284.2983808945366,0.5340323669060387,-0.48333069279853436,0.1669955158646909,289.14085900944025
